,lat,lon,name,address,place,place_id,code,price_level,rating,user_ratings_total,amenity,amenity_label,bar,bistro,cafe,fast_food,ice_cream,juice_bar,pub,restaurant,is_chain,chain_label,chain_False,chain_True,predicted
32,49.2850471,-123.1120652,tim hortons,"300 Seymour St, Vancouver, BC V6B 4N5, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJfe2sYHhxhlQR6YR9clFor1Y,V6B,1.0,3.5,300,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
33,49.2831781,-123.1044747,vera's burger shack,"213 Carrall St, Vancouver, BC V6B 2J2, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJP0uoutRzhlQRZ3p1bV9B9AQ,V6B,2.0,4.3,602,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,False
34,49.28402670000001,-123.1122692,blenz coffee,"720-510 W Hastings St, Vancouver, BC V6B 1L8, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJ2wBBYoJxhlQR-HM6cMdCQHg,V6B,1.0,3.9,364,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
35,49.2767389,-123.1252348,starbucks,"605 Davie St, Vancouver, BC V6B 3N3, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJE5NJGNRzhlQRiP4RrOR_-pA,V6B,2.0,4.0,226,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
36,49.27838300000001,-123.1149456,waves coffee house,"211 Robson St, Vancouver, BC V6B 0E8, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJ5bEwzH1xhlQRF270dAqAJ-M,V6B,0.0,4.1,242,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
37,49.2802313,-123.1103114,fatburger,"111 Dunsmuir St, Vancouver, BC V6B 6A3, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJ6Y718HtxhlQR7vrOVOD5cBc,V6B,2.0,4.2,508,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
38,49.2759195,-123.1245551,nuba,"1225 Richards St, Vancouver, BC V6B 3G3, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJZZP6HNRzhlQRTgKreAfu7O4,V6B,2.0,4.3,877,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
39,49.2753352,-123.1237311,menchie's frozen yogourt,"412 Davie St, Vancouver, BC V6B 2G3, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJk6v8vtZzhlQRLStdbINnO8w,V6B,2.0,4.1,92,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
40,49.285758,-123.1116688,starbucks,"Waterfront Station, 601 W Cordova St, Vancouver, BC V6B 1G1, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJcdHfbXhxhlQRnIVHGs0BsKk,V6B,2.0,3.5,71,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
41,49.27928170000001,-123.1169322,starbucks,"388 Robson St, Vancouver, BC V6B 2B2, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJh68ee35xhlQRR3fDNbqMlO4,V6B,2.0,4.1,270,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
42,49.2768092,-123.11483429999998,starbucks,"858 Beatty St #210, Vancouver, BC V6B 1C1, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJc8DKoX1xhlQRo2ztDAxATTA,V6B,2.0,4.1,234,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
43,49.27949270000001,-123.1143598,triple o’s,"700 Hamilton St, Vancouver, BC V6B 2R5, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJEebhoX5xhlQRjEN4nPTvsSc,V6B,0.0,4.0,361,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
44,49.2788511,-123.11568909999998,mcdonald's,"211-275 Robson St, Vancouver, BC V6B 0E7, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJfViWMXpxhlQRj0cpNr0uTvo,V6B,1.0,3.6,968,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
45,49.2741294,-123.121871,jugo juice,"202 Davie St, Vancouver, BC V6B 5Z4, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJpw8xB9dzhlQRn3G5v-k5DJY,V6B,2.0,3.8,36,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
46,49.2858989,-123.1122871,a&w,"34-601 W Cordova St, Vancouver, BC V6B 1G1, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJ-7BJQX9xhlQR-vHYJge7GzM,V6B,1.0,3.8,525,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
47,49.2859088,-123.1119662,subway,"34-601 W Cordova St, Vancouver, BC V6B 1G1, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJLTqNqnBxhlQRegL834r5nBo,V6B,1.0,3.5,64,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
48,49.2858583,-123.1118595,jugo juice,"34-601 W Cordova St, Vancouver, BC V6B 1G1, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJ9QvgbXhxhlQRRWFfpLis-6A,V6B,2.0,3.4,24,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
49,49.2745255,-123.1224197,caffé artigiano,"302 Davie St, Vancouver, BC V6B 5Z6, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJ0e4q3NZzhlQR9C7o_5nOzdA,V6B,2.0,4.0,107,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
50,49.2843874,-123.1086358,starbucks,"235 Water St, Vancouver, BC V6B 1A7, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJVQI4LXhxhlQRwLZYaz6MwK4,V6B,2.0,3.9,267,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
51,49.2819109,-123.1135011,white spot,"405 Dunsmuir St, Vancouver, BC V6B 1X4, Canada",Vancouver (NE Downtown / Harbour Centre / Gastown / Yaletown),ChIJmYqZ03hxhlQR6ClQDmSeZZ8,V6B,2.0,4.2,1231,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
52,49.2656284,-123.2543584,tim hortons,"2033 Main Mall, Vancouver, BC V6T 1Z2, Canada",Vancouver (UBC),ChIJaVgq5MtyhlQRhGixrme65Qg,V6T,1.0,3.4,110,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
53,49.2658558,-123.2544402,triple o's,"6326 Agricultural Rd, Vancouver, BC V6T 1Z2, Canada",Vancouver (UBC),ChIJv7zyg7ZyhlQRkP6Z9PdQiGg,V6T,0.0,3.5,409,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
54,49.253994,-123.23535459999998,togo sushi,"3380 Shrum Lane, Vancouver, BC V6T 1W5, Canada",Vancouver (UBC),ChIJU21jMChzhlQRI7sOcRkhqfM,V6T,0.0,3.5,114,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
55,49.254194,-123.2360217,neptune chinese kitchen,"3337 Shrum Lane, Vancouver, BC V6T 1W5, Canada",Vancouver (UBC),ChIJX9lWc9FyhlQRo_l2A4pcjsc,V6T,2.0,2.8,255,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
56,49.2658614,-123.24279479999998,starbucks,"5763 Dalhousie Rd, Vancouver, BC V6T 1W4, Canada",Vancouver (UBC),ChIJ9w0d5cdyhlQRlLVrcHx5huc,V6T,2.0,4.1,144,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
57,49.266267,-123.2473433,uncle fatih's pizza,"6045 University Blvd, Vancouver, BC V6T, Canada",Vancouver (UBC),ChIJ7e-Q5edzhlQRvsdYZSw6C4Y,V6T,0.0,4.3,239,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,False
58,49.2612715,-123.2465592,starbucks,"104 E Mall, Vancouver, BC V6T, Canada",Vancouver (UBC),ChIJkawlZslyhlQRLnI-LMR1EZY,V6T,2.0,4.0,274,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
59,49.26218660000001,-123.2501357,starbucks,"Fred Kaiser Bldg, 2332 Main Mall, Vancouver, BC V6T 1Z4, Canada",Vancouver (UBC),ChIJG1K6JcpyhlQRJgKamiMM1Ow,V6T,2.0,3.5,56,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
60,49.2664689,-123.2433848,a&w,"5754 University Blvd, Vancouver, BC V6T 1K6, Canada",Vancouver (UBC),ChIJFZxqu8NyhlQRhHR1kIIWmhE,V6T,0.0,4.3,35,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,False
61,49.2664557,-123.2434869,pizza garden,"5796 University Blvd, Vancouver, BC V6T 1K6, Canada",Vancouver (UBC),ChIJ178FBrhyhlQRWLMY43zttrs,V6T,1.0,4.2,132,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,False
62,49.2588402,-123.2480899,bean around the world,"Old Barn Community Centre, 6308 Thunderbird Blvd, Vancouver, BC V6T 1Z4, Canada",Vancouver (UBC),ChIJlQE0iMtyhlQRwEDZARYfGzc,V6T,1.0,4.0,247,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
63,49.1953403,-123.1828912,starbucks,"3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",Richmond (Sea Island / YVR),ChIJf2Qq6TULhlQR6NImjdXT6Ao,V7B,0.0,3.3,3,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
64,49.1958534,-123.1769814,freshii,"3883 Grant McConachie Way, Richmond, BC V7B 1W2, Canada",Richmond (Sea Island / YVR),ChIJ59HrljULhlQRcDHAEpYgqdc,V7B,2.0,3.2,38,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
65,49.197483,-123.177973,starbucks,"Vancouver International Airport (YVR) Domestic and International Terminals, 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",Richmond (Sea Island / YVR),ChIJzcMGlaULhlQRyBQNjQst08o,V7B,2.0,3.6,20,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
66,49.197546,-123.178164,pizza hut express,"Vancouver International Airport (YVR) Domestic and International Terminals, 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",Richmond (Sea Island / YVR),ChIJj50jnpN0hlQRTgOfkC4fqkI,V7B,2.0,3.5,109,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
67,49.197921,-123.178503,a&w,"3380 Grant McConachie Way, Richmond, BC V7B 0A5, Canada",Richmond (Sea Island / YVR),ChIJB84RrtgLhlQR9fSCT8oSxyE,V7B,1.0,2.7,25,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
68,49.1971835,-123.1754826,tim hortons,"Vancouver International Airport (YVR) Domestic and International Terminals, 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",Richmond (Sea Island / YVR),ChIJCwjiEDQLhlQR0WFxtvsQJYE,V7B,1.0,3.3,44,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
69,49.1977105,-123.1745352,burger king,"Vancouver International Airport (YVR) Domestic and International Terminals, 3211 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",Richmond (Sea Island / YVR),ChIJm6MnhjQLhlQRhIA0hqzMaLo,V7B,0.0,4.2,4141,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
70,49.1950338,-123.1772197,starbucks,"3880 Grant McConachie Way, Richmond, BC V7B 0A4, Canada",Richmond (Sea Island / YVR),ChIJf2Qq6TULhlQR6NImjdXT6Ao,V7B,,3.3,3,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
71,49.19733529999999,-123.1382237,starbucks,"7899 Templeton Station Rd, Richmond, BC V7B, Canada",Richmond (Sea Island / YVR),ChIJdbtXC0B1hlQRqOiymmXf5rM,V7B,0.0,3.9,17,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
72,49.1971159,-123.1767861,orange julius,"3883 Grant McConachie Way, Richmond, BC V7B 1W2, Canada",Richmond (Sea Island / YVR),,V7B,0.0,0.0,0,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,False
73,49.1926706,-123.1808659,carl's jr.,"YVR Domestic Departures @ Level Three, Richmond, BC V7B 1K7, Canada",Richmond (Sea Island / YVR),ChIJSZwubWwLhlQRfERy3vZXvlY,V7B,2.0,1.4,79,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,False
74,49.2284004,-122.8483834,tim hortons,"1450 United Blvd, Coquitlam, BC V3K 6Y2, Canada",Coquitlam South,ChIJXTszF9zXhVQR57THH8CbLp8,V3K,1.0,3.3,833,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
75,49.2275482,-122.8370119,neptune chinese kitchen,"2080 United Blvd, Coquitlam, BC V3K 6W3, Canada",Coquitlam South,ChIJD-Xj2drXhVQR0jsz0I4b45k,V3K,2.0,3.8,114,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
76,49.2278297,-122.8401544,triple os,"1988 United Blvd, Coquitlam, BC V3K 6Z1, Canada",Coquitlam South,ChIJx4by59rXhVQRvUqWn8jqrhA,V3K,0.0,3.8,212,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
77,49.2476624,-122.8910643,sharetea,"435Q North Rd, Coquitlam, BC V3K 3V9, Canada",Coquitlam South,ChIJ833PFTx4hlQRl415_il_0YA,V3K,1.0,3.8,183,cafe,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
78,49.2335124,-122.86245420000002,mcdonald's,"1095 Woolridge St, Coquitlam, BC V3K 7A9, Canada",Coquitlam South,ChIJL5C9Igt4hlQRZJBteLlGTAA,V3K,1.0,3.5,644,fast_food,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,1,0.0,1.0,True
79,49.2486726,-122.8587639,pho,"1150 Austin Ave, Coquitlam, BC V3K 3P5, Canada",Coquitlam South,ChIJlfa58mh4hlQRGIFc1zgyN2c,V3K,1.0,4.3,184,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
80,49.23398140000001,-122.8626888,ricky's,"112-1090 Lougheed Hwy, Coquitlam, BC V3K 6G9, Canada",Coquitlam South,ChIJG246Tgt4hlQR3oDDKJcniJ8,V3K,2.0,3.9,404,restaurant,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,True,1,0.0,1.0,False
