,Unnamed: 0,lat,lon,timestamp,amenity,name,tags,address
23,108,49.268662,-123.10451090000002,2019-03-22T02:52:21.000-07:00,bar,faculty brewing,"{'addr:housenumber': '1830', 'website': 'https://www.facultybrewing.com/', 'shop': 'alcohol', 'phone': '+1-778-819-6794', 'opening_hours': 'Mo-Fr 14:00-23:00; Sa-Su 11:00-23:00', 'outdoor_seating': 'no', 'addr:street': 'Ontario Street', 'addr:postcode': 'V5T 2W6', 'email': 'hola@facultybrewing.com', 'addr:city': 'Vancouver'}","1830 Ontario St, Vancouver, BC V5T 2W6, Canada"
24,115,49.2685718,-123.1045263,2018-10-26T20:30:44.000-07:00,cafe,argo cafe,"{'addr:housenumber': '1836', 'addr:street': 'Ontario Street', 'phone': '+1-604-876-3620'}","1836 Ontario St, Vancouver, BC V5T 2W6, Canada"
25,117,49.2672519,-123.1033949,2018-10-26T20:30:44.000-07:00,pub,r & b ale & pizza house,"{'opening_hours': 'Su-Tu 11:00-23:00; We-Sa 11:00-00:00', 'website': 'https://www.randbbrewing.com/alehouse', 'phone': '+1-604-336-0275'}","1-54 E 4th Ave, Vancouver, BC V5T 1E8, Canada"
26,121,49.266575399999994,-123.10374399999999,2018-10-26T20:30:44.000-07:00,restaurant,peaceful restaurant,"{'opening_hours': 'Su-Th 11:00-21:30; Fr-Sa 11:00-22:00', 'addr:housenumber': '43', 'website': 'http://www.peacefulrestaurant.com', 'addr:street': 'East 5th Avenue', 'phone': '+1-604-559-9511'}","43 E 5th Ave, Vancouver, BC V5T 1G7, Canada"
27,253,49.2779185,-122.912361,2019-11-14T08:54:00.000-08:00,restaurant,pho 99,"{'addr:housenumber': '8901', 'addr:street': 'Cornerstone Mews'}","8901 Cornerstone Mews, Burnaby, BC V5A 4Y6, Canada"
28,254,49.278119000000004,-122.9122848,2020-01-18T09:04:52.000-08:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'internet_access': 'yes', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","8906 University High St, Burnaby, BC V5A 4Y6, Canada"
29,300,49.281302000000004,-123.05755790000002,2019-09-13T13:57:03.000-07:00,restaurant,tacofino commissary,"{'addr:housenumber': '2327', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}","2327 E Hastings St, Vancouver, BC V5L 1V6, Canada"
30,301,49.2812984,-123.0573443,2019-09-13T13:57:03.000-07:00,restaurant,miyako sushi,"{'addr:housenumber': '2341', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}","2341 BC-7A, Vancouver, BC V5L 1V6, Canada"
31,302,49.2812866,-123.0550913,2019-09-13T13:57:03.000-07:00,restaurant,what's up? hot dog!,"{'addr:housenumber': '2481', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}","2481 E Hastings St, Vancouver, BC V5K 1Y8, Canada"
32,303,49.2821554,-123.0998393,2019-09-13T13:57:03.000-07:00,cafe,waves coffee,"{'addr:housenumber': '305', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}","305 Main St, Vancouver, BC V6A 1K9, Canada"
33,304,49.283265500000006,-123.09789579999999,2019-09-13T13:57:03.000-07:00,restaurant,st lawrence restaurant,"{'addr:housenumber': '269', 'addr:street': 'Powell Street', 'addr:city': 'Vancouver'}","269 Powell St, Vancouver, BC V6A 1G3, Canada"
34,305,49.2832876,-123.09807450000001,2019-09-13T13:57:03.000-07:00,restaurant,cuhillo,"{'addr:housenumber': '261', 'addr:street': 'Powell Street', 'addr:city': 'Vancouver'}","261 Powell St, Vancouver, BC V6A 2Z1, Canada"
35,306,49.283172799999996,-123.0935162,2019-09-13T13:57:03.000-07:00,cafe,the uncommon cafe,"{'addr:housenumber': '477', 'addr:street': 'Powell Street', 'addr:city': 'Vancouver'}","477 Powell St, Vancouver, BC V6A 1G7, Canada"
36,308,49.2796054,-123.10027990000002,2019-09-13T13:57:03.000-07:00,restaurant,juniper,"{'addr:housenumber': '185', 'addr:street': 'Keefer Street', 'addr:city': 'Vancouver'}","185 Keefer St, Vancouver, BC V6B 6L4, Canada"
37,309,49.2796207,-123.10110929999999,2019-09-13T13:57:04.000-07:00,restaurant,gold stone bakery & restaurant,"{'addr:housenumber': '139', 'addr:street': 'Keefer Street', 'addr:city': 'Vancouver'}","139 Keefer St, Vancouver, BC V6A 1X3, Canada"
38,310,49.2821955,-123.1024011,2019-09-13T13:57:04.000-07:00,bar,back and forth bar,"{'note': 'They have ping pong. Not sure about how to tag that', 'addr:housenumber': '303', 'addr:street': 'Columbia Street', 'addr:city': 'Vancouver'}","303 Columbia St, Vancouver, BC V6A 2R7, Canada"
39,311,49.2831638,-123.10353090000001,2019-09-13T13:57:04.000-07:00,restaurant,the sardine can,"{'addr:housenumber': '26', 'addr:street': 'Powell Street', 'addr:city': 'Vancouver'}","22 Powell St, Vancouver, BC V6A 1E7, Canada"
40,312,49.2836044,-123.10368629999999,2019-09-13T13:57:04.000-07:00,ice_cream,soft peaks ice cream,"{'addr:housenumber': '25', 'addr:street': 'Alexander Street', 'addr:city': 'Vancouver'}","25 Alexander St, Vancouver, BC V6A 1B2, Canada"
41,313,49.284169,-123.10734340000002,2019-09-13T13:57:04.000-07:00,bar,131 water kitchen & bar,"{'addr:housenumber': '131', 'addr:street': 'Water Street', 'addr:city': 'Vancouver'}","Westbound Water St @ Abbott St, Vancouver, BC V6B 4M3, Canada"
42,314,49.2834234,-123.1064112,2019-09-13T13:57:04.000-07:00,restaurant,jules bistro,"{'addr:housenumber': '216', 'addr:street': 'Abbott Street', 'addr:city': 'Vancouver'}","216 Abbott St, Vancouver, BC V6B 2K8, Canada"
43,315,49.2731066,-123.1007271,2020-02-05T20:20:15.000-08:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '195', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Terminal Avenue', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'addr:city': 'Vancouver'}","195 Terminal Ave, Vancouver, BC V6A, Canada"
44,319,49.2427766,-123.0040514,2018-04-28T05:57:25.000-07:00,restaurant,crystal palace,{'cuisine': 'chinese'},"4735 Willingdon Ave, Burnaby, BC V5G 3H5, Canada"
45,320,49.242714899999996,-123.004048,2019-07-07T04:11:10.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}","4739 Willingdon Ave, Burnaby, BC V5G 3H6, Canada"
46,322,49.172095299999995,-123.13360829999999,2019-09-13T13:57:04.000-07:00,restaurant,tokyo joe's,"{'addr:housenumber': '8211', 'addr:street': 'Ackroyd Road', 'addr:unit': '130', 'addr:city': 'Richmond'}","120 Ackroyd Rd, Richmond, BC V6X 3K1, Canada"
47,324,49.325981,-123.14233670000002,2020-05-29T04:38:32.000-07:00,restaurant,cactus club cafe,{},"855 Main St, West Vancouver, BC V7T 2Z3, Canada"
48,328,49.2769081,-122.85896340000001,2020-02-12T23:53:44.000-08:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'wheelchair': 'yes', 'addr:housenumber': '2350', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Saint Johns Street', 'takeaway': 'yes', 'brand': 'Starbucks'}","2340 St Johns St, Port Moody, BC V3H 2A9, Canada"
49,330,49.2873953,-123.1288386,2019-10-24T00:55:34.000-07:00,restaurant,joongwon,"{'addr:housenumber': '1329', 'addr:street': 'Robson Street'}","1329 Robson St, Vancouver, BC V6E 2B1, Canada"
50,331,49.2866244,-123.1282577,2020-01-06T05:53:27.000-08:00,fast_food,chongqing on robson,"{'addr:housenumber': '1260', 'website': 'https://chong-qing-restaurant-online-ordering.securebrygid.com', 'phone': '+1-604-568-0303', 'opening_hours': 'Mo-Su 11:30-22:00', 'cuisine': 'chinese', 'addr:street': 'Robson Street', 'addr:postcode': 'V6E 1C1', 'addr:city': 'Vancouver'}","1270 Robson St, Vancouver, BC V6E 3Z6, Canada"
51,332,49.287665000000004,-123.1292506,2016-07-27T15:29:41.000-07:00,restaurant,stepho's,"{'cuisine': 'greek', 'addr:street': 'Robson Street'}","1359 Robson St, Vancouver, BC V6E 1C6, Canada"
52,333,49.2867409,-123.1284213,2016-07-27T14:52:31.000-07:00,fast_food,a taste of india,"{'cuisine': 'indian', 'addr:housenumber': '1282', 'addr:street': 'Robson Street'}","1286 Robson St, Vancouver, BC V6E 1C2, Canada"
53,334,49.2875709,-123.12910890000002,2019-10-24T00:55:34.000-07:00,restaurant,hon's wun-tun house,"{'cuisine': 'chinese', 'addr:housenumber': '1339', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}","1339 Robson St, Vancouver, BC V6E 2B1, Canada"
54,335,49.28737279999999,-123.12822709999999,2019-10-29T03:23:55.000-07:00,restaurant,miss korean bbq,"{'addr:housenumber': '793', 'addr:street': 'Jervis Street', 'addr:city': 'Vancouver'}","789 Jervis St, Vancouver, BC V6E 2B1, Canada"
55,336,49.287155299999995,-123.12907890000001,2019-03-22T02:54:41.000-07:00,restaurant,forage,"{'opening_hours': '24/7', 'website': 'https://foragevancouver.com/', 'addr:street': 'Robson Street', 'phone': '+1-604-661-1400'}","1300 Robson St, Vancouver, BC V6E 1C5, Canada"
56,337,49.2870445,-123.128902,2019-09-18T23:00:49.000-07:00,restaurant,timber,"{'opening_hours': 'Mo-Th 12:00-00:00; Fr 12:00-01:00; Sa 11:00-01:00; Su 11:00-00:00', 'cuisine': 'american', 'addr:housenumber': '1300', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}","1300 Robson St, Vancouver, BC V6E 1C5, Canada"
57,338,49.28748579999999,-123.1289807,2019-10-24T00:55:34.000-07:00,restaurant,miko sushi,"{'addr:housenumber': '1335', 'phone': '+1-604-681-0339', 'smoking': 'no', 'opening_hours': 'Mo-Fr 11:30-14:00,17:00-21:30; Sa 17:00-21:30', 'cuisine': 'japanese;sushi', 'outdoor_seating': 'no', 'addr:street': 'Robson Street', 'addr:postcode': 'V6E 1C6', 'addr:city': 'Vancouver'}","1333 Robson St, Vancouver, BC V6E 2B1, Canada"
58,339,49.2875631,-123.129718,2019-09-18T23:00:49.000-07:00,restaurant,cora,"{'brand:wikidata': 'Q2996960', 'addr:housenumber': '1368', 'brand:wikipedia': 'en:Cora (restaurant)', 'cuisine': 'breakfast', 'addr:street': 'Robson Street', 'brand': 'Cora', 'addr:city': 'Vancouver'}","1360 Robson St, Vancouver, BC V6E 1C5, Canada"
59,340,49.2866006,-123.1282087,2019-08-23T07:46:30.000-07:00,cafe,chatime,"{'brand:wikidata': 'Q16829306', 'brand:en': 'Chatime', 'addr:housenumber': '1274', 'brand:wikipedia': 'en:Chatime', 'cuisine': 'bubble_tea', 'name:en': 'Chatime', 'addr:street': 'Robson Street', 'takeaway': 'yes', 'brand:zh': '日出茶太', 'brand': 'Chatime', 'name:zh': '日出茶太'}","1274 Robson St, Vancouver, BC V6E 3Z6, Canada"
60,341,49.2865615,-123.1281828,2016-07-27T18:08:36.000-07:00,fast_food,pok'e time,"{'cuisine': 'japanese', 'addr:housenumber': '1258', 'addr:street': 'Robson Street'}","3Z6, 1270 Robson St, Vancouver, BC V6E 1C1, Canada"
61,342,49.28641939999999,-123.1272344,2019-03-02T23:17:21.000-08:00,cafe,abode,"{'addr:housenumber': '1223', 'addr:street': 'Robson Street'}","1223 Robson St, Vancouver, BC V6E 1C2, Canada"
62,343,49.2866559,-123.12749850000002,2016-07-27T18:08:39.000-07:00,pub,shenanigans,{'addr:street': 'Robson Street'},"1251 Robson St, Vancouver, BC V6E 1C1, Canada"
63,358,49.262352899999996,-123.0894813,2019-09-13T13:56:59.000-07:00,restaurant,hail mary's,"{'addr:housenumber': '670', 'addr:street': 'East Broadway', 'phone': '+1-604-829-7032', 'addr:postcode': 'V5T 1X6', 'addr:city': 'Vancouver'}","670 E Broadway, Vancouver, BC V5T 1X6, Canada"
64,405,49.2657244,-123.24309709999999,2019-04-19T23:12:46.000-07:00,fast_food,red burrito,{'cuisine': 'mexican'},"2192 Western Pkwy, Vancouver, BC V6T 1W6, Canada"
65,406,49.2661113,-123.24208610000001,2019-05-29T17:24:51.000-07:00,fast_food,pita pit,"{'brand:wikidata': 'Q7757289', 'cuisine': 'pita', 'takeaway': 'yes', 'brand': 'Pita Pit', 'brand:wikipedia': 'en:Pita Pit'}","5717 Dalhousie Rd, Vancouver, BC V6T 1T5, Canada"
66,407,49.2660115,-123.2423353,2010-03-11T09:34:42.000-08:00,cafe,only u cafe,{},"5737 Dalhousie Rd, Vancouver, BC V6T 1T5, Canada"
67,408,49.1203849,-122.66328370000001,2019-09-13T13:56:49.000-07:00,restaurant,umami sushi,"{'addr:housenumber': '20202', 'addr:street': '66 Avenue', 'addr:unit': '2', 'addr:city': 'Langley'}","NB Mall Access Rd at 6400 Block, Langley Twp, BC V2Y 2X4, Canada"
68,414,49.05580429999999,-122.27222979999999,2019-09-02T22:08:26.000-07:00,fast_food,subway,"{'opening_hours': 'Mo-Fr 07:00-22:00; Sa-Su 08:00-22:00', 'cuisine': 'sandwich', 'website': 'http://subway.ca', 'ref': 'Store #67123', 'phone': '+1-604-776-1122'}","2965 Immel St, Abbotsford, BC V2S 4K9, Canada"
69,417,49.13295,-122.58188559999999,2019-05-27T10:58:25.000-07:00,fast_food,triple o's,"{'cuisine': 'burger', 'addr:housenumber': '23182', 'addr:street': '232 Street'}","23160 72 Ave, Langley City, BC V2Y 2K2, Canada"
70,439,49.2687109,-123.11863989999999,2016-08-14T04:33:38.000-07:00,pub,the wicklow pub,{'addr:housenumber': '610'},"610 Stamps Landing, Vancouver, BC V5Z 3Z1, Canada"
71,440,49.2821452,-123.0762115,2019-09-02T22:08:26.000-07:00,bar,callister tasting room,"{'addr:housenumber': '1338', 'website': 'http://www.callisterbrewing.com/', 'shop': 'alcohol', 'phone': '+1-604-569-2739', 'opening_hours': 'Mo-Th 14:00-21:00; Fr 14:00-22:00,09:00-18:00; Sa 13:00-22:00; Su 13:00-20:00', 'outdoor_seating': 'no', 'addr:street': 'Franklin Street', 'addr:postcode': 'V5L 1N9', 'email': 'info@callisterbrewing.com', 'addr:city': 'Vancouver'}","1338 Franklin St, Vancouver, BC V5L 1N9, Canada"
72,444,49.2833626,-123.07575120000001,2019-03-22T02:56:22.000-07:00,bar,powell brewery tasting room,"{'opening_hours': 'Mo-Th 14:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-21:00', 'website': 'https://www.powellbeer.com/', 'shop': 'alcohol', 'email': 'tim@powellbeer.com'}","1357 Powell St, Vancouver, BC V5L 1G8, Canada"
73,448,49.2724958,-123.07772879999999,2018-10-26T20:30:44.000-07:00,bar,strange fellows tasting room,"{'opening_hours': 'Mo-Su 12:00-23:00', 'website': 'https://strangefellowsbrewing.com/', 'shop': 'alcohol', 'outdoor_seating': 'no', 'phone': '+1-604-215-0092'}","1345 Clark Dr, Vancouver, BC V5L 3K9, Canada"
74,456,49.282119099999996,-123.1336624,2020-03-14T19:34:44.000-07:00,restaurant,ramen koika,"{'addr:province': 'BC', 'opening_hours': 'Mo-Th 11:30-22:00; Fr 11:30-22:30; Sa 12:00-22:30; Su 12:00-22:00', 'addr:housenumber': '1231', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}","1235 Davie St, Vancouver, BC V6E 1N4, Canada"
75,460,49.2814778,-123.13360290000001,2016-08-15T01:05:41.000-07:00,cafe,exile,"{'addr:housenumber': '1220', 'addr:street': 'Bute Street'}","1220 Bute St, Vancouver, BC V6E 1Z8, Canada"
76,504,49.2094419,-123.1161616,2018-10-25T14:20:57.000-07:00,pub,dublin crossing irish pub,"{'addr:housenumber': '466', 'website': 'http://dublincrossingvancouver.com/', 'phone': '+1-604-428-8577', 'outdoor_seating': 'yes', 'addr:street': 'SW Marine Drive', 'addr:postcode': 'V5X 0C4', 'addr:city': 'Vancouver'}","Marine Drive Station @ Bay 2, Vancouver, BC V5X 0C7, Canada"
77,517,49.0408954,-122.26983390000001,2016-08-16T16:50:10.000-07:00,cafe,starbucks,{'cuisine': 'coffee_shop'},"2140 Sumas Way, Abbotsford, BC V2S 2C7, Canada"
78,596,49.2764267,-122.849875,2019-08-15T22:46:05.000-07:00,restaurant,spacca napoli,{'cuisine': 'pizza'},"2801 St Johns St, Port Moody, BC V3H 2B9, Canada"
79,617,49.2873431,-123.1143935,2019-08-29T17:32:53.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","900 Canada Pl, Vancouver, BC V6C 3L5, Canada"
80,629,49.2842686,-123.1197597,2018-02-10T15:24:53.000-08:00,fast_food,smokehouse sandwich co,"{'opening_hours': 'Mo-Fr 07:00-15:00', 'cuisine': 'sandwich', 'website': 'http://www.smokehousesandwich.ca', 'phone': '+1-604-620-0766'}","135-925 W Georgia St, Vancouver, BC V6C 3L2, Canada"
81,636,49.238780600000005,-123.03163190000001,2019-07-07T03:58:25.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'wheelchair': 'yes', 'website': 'https://www.timhortons.com/', 'internet_access': 'wlan', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'addr:housenumber': '5055', 'phone': '+1-604-433-3354', 'smoking': 'no', 'opening_hours': '24/7', 'addr:street': 'Joyce Street', 'brand': 'Tim Hortons'}","300-5055 Joyce St, Vancouver, BC V5R 6B2, Canada"
82,637,49.264132399999994,-123.18167009999999,2019-12-13T06:56:27.000-08:00,cafe,essentia cafe,"{'opening_hours': 'Mo-Fr 08:00-18:00; Sa-Su 09:00-18:00', 'addr:housenumber': '3498', 'addr:street': 'W Broadway'}","3488 W Broadway, Vancouver, BC V6R 2B3, Canada"
83,638,49.2643451,-123.1757208,2019-10-09T05:11:15.000-07:00,restaurant,deacon's corner,{},"3189 W Broadway, Vancouver, BC V6K 2H2, Canada"
84,650,49.2686141,-123.158778,2019-08-29T18:37:06.000-07:00,cafe,starbucks,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}","2315 W 4th Ave, Vancouver, BC V6K 1P2, Canada"
85,657,49.286327899999996,-123.1256179,2019-08-28T07:25:01.000-07:00,restaurant,kirin mandarin restaurant,"{'addr:housenumber': '1172', 'addr:street': 'Alberni Street', 'phone': '+1-604-682-8833'}","1172 Alberni St, Vancouver, BC V6E 1A5, Canada"
86,658,49.2859935,-123.1250868,2019-09-13T13:56:59.000-07:00,restaurant,pink elephant thai,"{'cuisine': 'thai', 'addr:housenumber': '1152', 'addr:street': 'Alberni Street', 'addr:city': 'Vancouver'}","1150 Alberni St, Vancouver, BC V6E 4R6, Canada"
87,659,49.2859029,-123.12491770000001,2019-08-28T07:25:01.000-07:00,cafe,tim hortons,"{'brand:wikidata': 'Q175106', 'addr:housenumber': '1150', 'brand:wikipedia': 'en:Tim Hortons', 'cuisine': 'coffee_shop', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'Tim Hortons'}","1150 Alberni St, Vancouver, BC V6E 4R6, Canada"
88,660,49.286054799999995,-123.12517179999999,2019-08-28T07:25:01.000-07:00,fast_food,a&w,"{'addr:housenumber': '1158', 'addr:street': 'Alberni Street'}","1158 Alberni St, Vancouver, BC V6E 1A5, Canada"
89,661,49.2860886,-123.12523159999999,2019-08-28T07:25:01.000-07:00,fast_food,subway,"{'brand:wikidata': 'Q244457', 'addr:housenumber': '1162', 'brand:wikipedia': 'en:Subway (restaurant)', 'cuisine': 'sandwich', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'Subway'}","1158 Alberni St, Vancouver, BC V6E 1A5, Canada"
