,lat,lon,amenity,name,address,code,place,is_chain,price_level,rating,user_ratings_total,place_id
1560,49.263645600000004,-123.13169440000001,restaurant,royal seoul house,"1215 W Broadway, Vancouver, BC V6H 1G7, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,3.8,457,ChIJIdP7usZzhlQR_sznvH1QV7o
1561,49.2726318,-123.1353692,fast_food,fraser valley juice,"1590 Johnston St, Vancouver, BC V6H 3R5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,2.7,12,ChIJG3q8d85zhlQR2Nx9CbARiAk
1562,49.2726607,-123.1353169,fast_food,pizza pzazz,"1689 Johnston St, Vancouver, BC V6H 3R9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.4,64,ChIJmVerb85zhlQRcjIeXSAwzzI
1563,49.25904570000001,-123.13892879999999,restaurant,kyo korean bbq & sushi house,"2997 Granville St, Vancouver, BC V6H 3J6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,3.2,924,ChIJ0QPkIb9zhlQRGTAParfu6Wo
1564,49.270636100000004,-123.1366509,restaurant,the vancouver fish company,"1517 Anderson St, Vancouver, BC V6H 3R5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.1,1241,ChIJr34m8M5zhlQRn3iyiebMMtI
1565,49.270743599999996,-123.1363777,restaurant,tony's fish and oyster café,"1511 Anderson St, Vancouver, BC V6H 3R5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.1,741,ChIJU2aU7s5zhlQRICX9WHYo0K8
1566,49.2719814,-123.134014,restaurant,the sandbar,"103-1551 Johnston St, Vancouver, BC V6H 3R9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,0.0,0,NaN
1567,49.260901000000004,-123.139202,restaurant,heirloom,"1509 W 12th Ave, Vancouver, BC V6H 3J2, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.4,1169,ChIJE6nut7hzhlQR9Qh7XJBeGQA
1568,49.2632325,-123.1364612,fast_food,bella pizza,"1402 W Broadway, Vancouver, BC V6H 1H6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,1,4.1,126,ChIJBQEIEMdzhlQRlGJ5zQ6rYNI
1569,49.2632564,-123.12764270000001,cafe,barista cafe,"1030 W Broadway, Vancouver, BC V6H 4J5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,1,4.3,64,ChIJMZfgI8NzhlQRJmVbO-f0HuI
1570,49.2633147,-123.1291653,restaurant,shi zen ha,"1102 W Broadway, Vancouver, BC V6H 2P8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,0.0,0,NaN
1571,49.26359710000001,-123.12812439999999,restaurant,kaya malay bistro,"1067 W Broadway, Vancouver, BC V6H 1E2, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,3.6,349,ChIJjaVg9MNzhlQR0vdQqzXMqwU
1572,49.270259499999995,-123.13405230000001,pub,off the tracks bar & bistro,"1351 Railspur Alley, Vancouver, BC V6H 3R7, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.1,359,ChIJISLEqc9zhlQRmY8MFc8BQOo
1573,49.266479,-123.13866940000001,restaurant,cheesecake etc.,"2145 BC-99, Vancouver, BC V6H 3E9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.3,1327,ChIJ9zDUhshzhlQRGD9NiyaTL5U
1574,49.263431,-123.1365721,restaurant,masa japanese restaurant,"1414 W Broadway, Vancouver, BC V6H 1H4, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.0,641,ChIJ5Qg8CcdzhlQRLVzT-a95-FA
1575,49.26325300000001,-123.1271262,restaurant,a taste of vietnam,"1016 W Broadway, Vancouver, BC V6H 1E6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,1,3.7,184,ChIJmY7yksNzhlQRo5L9_CdgJD4
1576,49.26374620000001,-123.13693810000001,restaurant,portobello,"1431 BC-7, Vancouver, BC V6H 1H6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,0.0,0,NaN
1577,49.2704154,-123.13464109999998,bar,the liberty distillery,"14942 Old Bridge St, Vancouver, BC V6H 3S5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.6,120,ChIJkbey_85zhlQRAd4Ia0mQIvU
1578,49.2573934,-123.12697639999999,restaurant,falafully good,"3168 Oak St, Vancouver, BC V6H 2L1, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,0.0,0,ChIJVVWFYepzhlQRgHtHpOeO0dI
1579,49.244046000000004,-123.12385220000002,cafe,shaughnessy cafe,"4500 Oak St, Vancouver, BC V6H 2N9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,3.4,32,ChIJB_HSLoxzhlQRqYgCBya-CdI
1580,49.2630031,-123.13834720000001,restaurant,sushi van,"2576 Granville St, Vancouver, BC V6H 3G8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,1,4.2,360,ChIJ176bd8dzhlQROiMYHNZhHlo
1581,49.26339,-123.1370072,restaurant,shin ka gyuu,"1428 W Broadway, Vancouver, BC V6H 1H4, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,3.5,272,ChIJa4lmJHxzhlQRqc8BHzUcFnk
1582,49.2592073,-123.13890479999999,bar,caffe barney,"2975 Granville St, Vancouver, BC V6H 3J6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.3,380,ChIJ19T8I79zhlQR2j1AVQWEYKs
1583,49.2514267,-123.1272648,fast_food,best neighbors,"3838 Oak St, Vancouver, BC V6H 2M5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.2,188,ChIJY29n8q13hlQR_AuS1MP2CyI
1584,49.2693508,-123.1308317,restaurant,dockside,"1253 Johnston St, Vancouver, BC V6H 3R9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,3,4.0,607,ChIJP6I2o89zhlQRSd2949wlALs
1585,49.2705549,-123.1356713,pub,granville island brewing taproom,"1441 Cartwright St, Vancouver, BC V6H 3S6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.3,726,ChIJH3Iq8M5zhlQRHeW0Mjyb6T8
1586,49.265473,-123.13588500000002,cafe,wicked cafe,"1399 W 7th Ave, Vancouver, BC V6H 1B8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,1,4.5,418,ChIJ5-wrR8ZzhlQRStWjkChGAOs
1587,49.256999,-123.1270226,cafe,16th avenue cafe,"3208 Oak St, Vancouver, BC V6H 2L3, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,1,4.1,404,ChIJPylZCyR1hlQRLBEtCj5tfkw
1588,49.25799179999999,-123.12716950000001,restaurant,kai sushi bar,"3099 Oak St, Vancouver, BC V6H 2K8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.5,179,ChIJKT2wgH5zhlQRVY9mtMzWaus
1589,49.2633404,-123.132654,cafe,fufú café,"1258 W Broadway, Vancouver, BC V6H 0A9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,3.9,232,ChIJIdg_EJ9zhlQRCGiW6I3e5B4
1590,49.2720921,-123.13496599999999,cafe,siegel's bagels,"6 Johnston St, Vancouver, BC V6H 3R9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,1,4.3,98,ChIJG3q8d85zhlQRf2pWdxJfyZ0
1591,49.263694799999996,-123.1364258,restaurant,shin ju,"1401 BC-7, Vancouver, BC V6H 1H6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,1.0,1,ChIJ8ZJEBsdzhlQRxhCdTlVkY7M
1592,49.270205,-123.136379,cafe,pedro's organic coffee house,"1508 Anderson St, Vancouver, BC V6H 3S1, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,3.8,38,ChIJ9wdYkzRzhlQR9StksBYGAx8
1593,49.264373799999994,-123.13674830000001,restaurant,mixxbao taiwanese fusion,"1426 W 8th Ave, Vancouver, BC V6H 1E1, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.7,65,ChIJtyqzMfBzhlQROo4up_V8ImE
1594,49.258545500000004,-123.13852069999999,restaurant,breakfast table,"3014 Granville St, Vancouver, BC V6H 3J8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.6,651,ChIJG-euocdzhlQRjR_JfrqT7mE
1595,49.25973610000001,-123.13923179999999,restaurant,the stable house bistro,"1510 W 13th Ave, Vancouver, BC V6H 3J6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.3,256,ChIJLcQPLr9zhlQRpmUhaerIKsI
1596,49.251337,-123.1272962,restaurant,sabra kosher bakery & restaurant,"3844 Oak St, Vancouver, BC V6H 2M6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.5,94,ChIJgRy5bJNzhlQRGzjjttg1MzY
1597,49.2721373,-123.1338039,cafe,gi gelato & coffee house,"104-1535 Johnston St, Vancouver, BC V6H 3R9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.1,36,ChIJh8R_FM5zhlQRvcrF4jJ9tls
1598,49.2641666,-123.138328,fast_food,fresh slice,"2416 Granville St, Vancouver, BC V6H 3G6, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,1,4.2,165,ChIJL0aFvcdzhlQR9KNGZNJs3So
1599,49.2636752,-123.1306845,restaurant,raga,"1177 W Broadway, Vancouver, BC V6H 1G3, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.6,262,ChIJKYQNqcZzhlQRLQHmreHN0-w
1600,49.2636245,-123.1298503,restaurant,tojos,"1133 W Broadway, Vancouver, BC V6H 1G1, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,4,4.3,411,ChIJMYJSAcRzhlQRypjt6a7nKlQ
1601,49.26359710000001,-123.1285321,cafe,chiffon patisserie,"1089 W Broadway, Vancouver, BC V6H 1E5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,3.4,25,ChIJuQVB9sNzhlQR9Di1B8kvRL4
1602,49.261607,-123.138273,cafe,rangoli,"2706 Granville St, Vancouver, BC V6H 3J5, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.2,584,ChIJQ2zXprhzhlQRn6i67UIRQL4
1603,49.2609013,-123.13827409999999,restaurant,fiore,"2780 Granville St, Vancouver, BC V6H 3J3, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.2,99,ChIJ-S8nsrhzhlQRzQdfYiERJCs
1604,49.2601931,-123.13894679999999,restaurant,café crêpe,"2867 BC-99, Vancouver, BC V6H 3J4, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,3.8,239,ChIJJbN3r39xhlQRYR8a21PBf2M
1605,49.25874320000001,-123.13896909999998,cafe,phoscao cafe,"3007 Granville St, Vancouver, BC V6H 3J9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.2,89,ChIJE3HW4b5zhlQRMr8xZJdFZrM
1606,49.2586257,-123.1385101,cafe,bump n grind cafe,"3010 BC-99, Vancouver, BC V6H 3J8, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,0,4.4,172,ChIJszm6Ij5xhlQR1J5J6QDzuv0
1607,49.2716489,-123.13485630000001,restaurant,edible canada,"1596 Johnston St, Vancouver, BC V6H 3R9, Canada",V6H,Vancouver (West Fairview / Granville Island / NE Shaughnessy),False,2,4.2,1003,ChIJ4wqKZc5zhlQR5wAOqCK6UYM
